60099	0
-4081.56	-2578.64
645.741	-2860.27
-2910.78	-403.006
1382.86	1705.21
-374.827	-793.993
-927.69	3738.3
-484.334	1698.19
1275.55	-159.29
-732.457	2124.06
-2566.69	-348.225
-858.701	-1112.8
-734.435	-1256.91
-1717.67	1665.53
6087.13	1464.39
-2234.31	-1565.36
385.789	-2277.94
-3175.05	1807.04
237.899	-942.311
-353.555	1439.99
117.2	1503.98
-748.853	406.947
-553.192	269.088
-2578.75	-926.716
410.541	406.528
565.307	448.523
-688.11	-1439.48
1753.17	-1204.4
168.242	-1745.17
-149.744	-2729
1097.8	83.2017
-351.47	-247.204
767.983	-759.112
-435.701	1233.02
886.249	-747.899
-104.533	-743.129
1327.08	521.199
439.999	1061.79
684.49	1288.37
-1272.2	301.714
1035.25	-568.59
1095.36	-498.794
392.536	-1.12155
729.824	-149.725
-752.209	-131.175
-705.035	928.636
-580.404	191.452
-255.342	1007.3
-399.512	-293.454
-461.833	1777.64
761.696	465.518
126.24	-971.513
-952.788	-979.525
1217.02	193.97
763.853	-365.866
-325.326	878.238
-725.569	-468.421
-1404.14	351.771
376.475	45.5812
-829.719	-87.3157
-380.724	393.499
714.559	509.36
-237.743	-207.908
327.813	598.808
-382.203	-197.58
348.343	-97.8424
933.764	-383.917
-286.417	552.969
-144.822	-392.79
-530.943	-924.61
-220.643	-222.424
681.325	-67.0966
-796.946	-161.058
-375.024	824.685
316.886	-730.106
-152.332	78.6652
-413.47	-175.207
633.374	-91.5004
-22.5417	849.231
-262.785	297.765
520.776	482.295
-521.478	1319.64
-975.626	-63.4502
128.375	622.454
-549.143	231.451
271.494	289.678
-539.257	304.996
-789.31	441.52
-257.712	604.851
-646.295	470.247
-105.087	51.8873
427.417	-763.02
-3.24011	-113.462
-1329.31	-445.955
-892.574	35.6084
-473.166	-7.60394
-700.974	-840.434
-133.053	316.64
200.576	-505.137
81.654	-944.543
427.522	-46.0428
-118.182	-550.351
497.033	-369.166
30.4226	1223.44
222.607	791.565
486.923	-275.082
-18.3748	-719.93
-675.554	-941.42
491.367	-248.721
-377.187	139.243
-655.202	1019.52
-225.125	-203.84
162.718	476.284
824.306	539.679
8.73715	579.129
-25.9266	612.031
-242.078	-471.47
-744.35	700.154
172.268	-308.155
24.7601	324.782
321.757	1187.99
5.27878	24.673
-654.554	309.172
-403.3	-118.9
-1457.42	-183.996
-42.6163	871.456
-261.584	963.322
-440.071	593.203
-334.667	288.131
-1098.13	-748.52
-379.518	-506.711
-366.337	-134.332
-1918.45	-96.4359
-984.782	-42.2548
-926.845	-430.007
-704.664	-616.688
-256.934	-953.568
-28.0341	466.535
-199.695	-148.732
-552.782	-687.332
41.6967	-46.6461
556.187	-985.812
468.178	450.149
-13.1494	215.985
-711.781	-186.699
-418.949	-265.764
-1004.48	-315.714
369.426	39.0212
381.47	743.877
-607.663	-188.561
-12.123	530.822
-108.032	1134.29
-203.771	-185.926
-251.435	-611.808
-337.686	-246.689
-626.308	-787.77
-207.978	-839.285
-1062.45	-419.666
262.463	-1417.67
332.145	278.466
71.2352	415.945
-91.1324	74.846
192.457	720.455
-565.28	-489.164
